Provincia,Localidad,Poblacion,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,3G,4G
BUENOS AIRES,Country Club El Jagüel,0,0,0,0,0,0,0,0,1,1
LA RIOJA,Aimogasta,12249,1,1,0,1,1,1,1,1,1
LA RIOJA,Arauco,852,0,0,0,0,1,1,0,0,0
LA RIOJA,Bañado de los Pantanos,534,0,0,0,0,0,1,0,0,0
LA RIOJA,Estación Mazán,407,0,0,0,0,1,1,0,0,1
LA RIOJA,Machigasta,0,0,0,0,0,0,1,0,1,1
LA RIOJA,San Antonio,0,0,0,0,0,0,0,0,0,1
LA RIOJA,Termas de Santa Teresita,124,0,0,0,0,0,0,0,0,0
LA RIOJA,Villa Mazán,1090,0,0,0,0,0,1,1,0,0
LA RIOJA,La Rioja,178872,1,1,1,1,1,1,1,1,1
LA RIOJA,Aminga,833,0,1,0,1,0,1,1,0,0
LA RIOJA,Anillaco,1573,0,1,0,1,1,0,1,0,1
LA RIOJA,Anjullón,418,0,1,0,1,0,1,1,0,0
LA RIOJA,Chuquis,236,0,1,0,0,0,0,0,0,0
LA RIOJA,Los Molinos,244,0,1,0,0,0,1,0,0,0
LA RIOJA,Pinchas,390,0,1,0,0,0,1,0,0,0
LA RIOJA,San Pedro,298,0,1,0,0,0,1,1,0,0
CABA,RETIRO,65413,1,1,1,1,1,1,1,1,1
CATAMARCA,El Hueco,0,0,0,0,1,0,0,0,1,0
CATAMARCA,La Carrera,0,0,0,0,0,1,0,0,0,0
CATAMARCA,La Falda De San Antonio,0,0,0,0,0,0,1,0,0,0
CATAMARCA,La Tercena,0,0,0,0,0,0,1,0,1,0
CATAMARCA,Pomancillo Este,247,0,0,0,0,0,0,1,0,0
CATAMARCA,Pomancillo Oeste,254,0,0,0,0,0,0,0,0,0
CATAMARCA,San Antonio,0,0,0,0,1,0,0,0,1,1
CATAMARCA,San José,10242,0,0,0,0,0,0,0,1,1
CATAMARCA,Villa Las Pirquitas,740,0,0,0,0,1,0,0,0,1
CATAMARCA,Casa de Piedra,251,0,0,0,0,0,0,0,0,0
CABA,SAN NICOLAS,29273,1,1,1,1,1,1,1,1,1
CATAMARCA,El Aybal,68,0,0,0,0,0,0,0,0,0
CATAMARCA,El Bañado,123,0,0,0,0,0,0,0,0,0
CATAMARCA,El Divisadero,70,0,0,0,0,0,0,0,0,0
CATAMARCA,El Quimilo,63,0,0,0,0,0,0,0,0,0
CATAMARCA,Esquiú,1019,0,0,0,0,0,0,0,1,1
CATAMARCA,Icaño,2104,0,0,0,0,1,0,1,1,1
CATAMARCA,La Dorada,218,0,0,0,0,0,0,0,0,0
CATAMARCA,La Guardia,493,0,0,0,0,0,0,0,0,1
CATAMARCA,Las Esquinas,136,0,0,0,0,0,0,0,0,0
CATAMARCA,Las Palmitas,126,0,0,0,0,0,0,0,0,0
CATAMARCA,Quirós,1156,0,0,0,0,0,1,1,0,1
CATAMARCA,Ramblones,68,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Villa Elisa,0,0,1,0,1,0,1,0,1,1
BUENOS AIRES,Villa Elvira,0,0,1,0,1,0,1,0,1,1
BUENOS AIRES,Villa Garibaldi,0,0,0,0,0,0,1,0,0,0
BUENOS AIRES,Villa Montoro,0,0,0,0,0,0,1,0,1,1
BUENOS AIRES,Villa Parque Sicardi,0,0,0,0,0,0,1,0,1,1
BUENOS AIRES,Gerli,33704,1,1,1,1,0,0,1,1,1
BUENOS AIRES,Lanús Este,55952,1,1,1,1,1,0,1,1,1
BUENOS AIRES,Lanús Oeste,159094,0,1,1,1,0,1,0,1,1
BUENOS AIRES,Monte Chingolo,86220,1,1,1,1,0,0,1,1,1
LA PAMPA,Naicó,3,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Longchamps,51001,1,1,1,1,0,1,1,1,1
BUENOS AIRES,Malvinas Argentinas,25844,1,1,1,1,1,1,1,1,1
BUENOS AIRES,Ministro Rivadavia,17928,1,1,1,1,0,1,1,1,1
BUENOS AIRES,Rafael Calzada,60422,1,1,1,1,0,1,1,1,1
BUENOS AIRES,San Francisco Solano,30355,1,1,1,1,0,1,1,1,1
BUENOS AIRES,San Jose,48151,1,1,1,1,1,1,1,1,1
CATAMARCA,Puerta de San José,277,0,0,0,0,0,0,0,0,0
CATAMARCA,Villa Vil,481,0,0,0,0,0,0,0,0,0
CATAMARCA,Adolfo E. Carranza,32,0,0,0,0,0,0,0,0,0
CATAMARCA,Balde de la Punta,116,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Villa José León Suarez,16173,1,1,0,1,0,1,1,1,1
BUENOS AIRES,Villa Juan Martín De Pueyrredon,18082,0,1,0,1,0,0,0,1,1
BUENOS AIRES,Villa Libertad,14404,0,1,0,1,0,0,0,1,1
BUENOS AIRES,Villa Lynch,4097,1,1,0,1,0,0,1,1,1
BUENOS AIRES,Villa Maipu,25120,1,1,0,1,0,1,0,1,1
BUENOS AIRES,Villa Marqués Alejandro María De Aguado,13440,0,1,0,1,0,0,0,1,1
BUENOS AIRES,Villa Parque Pres Figueroa Alcorta,3762,0,1,0,1,0,0,0,1,1
BUENOS AIRES,Villa Parque San Lorenzo,4567,0,1,0,1,0,0,0,1,1
BUENOS AIRES,Villa San Andrés,10018,1,1,0,1,0,1,1,1,1
BUENOS AIRES,Villa Yapeyú,3654,0,1,0,1,0,0,0,1,1
BUENOS AIRES,Del Viso,41437,1,1,0,1,0,1,1,1,1
BUENOS AIRES,Fátima,4923,1,1,0,1,0,1,1,1,1
BUENOS AIRES,La Lonja,12451,1,1,0,1,0,1,1,1,1
BUENOS AIRES,Los Cachorros,9009,0,1,0,0,0,0,0,1,1
BUENOS AIRES,Manzanares,4379,0,0,0,0,0,1,0,1,1
BUENOS AIRES,Manzone,1970,0,0,0,0,0,0,0,1,1
BUENOS AIRES,Maquinista F. Savio (oeste),12240,0,0,0,0,0,1,0,1,1
BUENOS AIRES,Pilar,86158,1,1,1,1,1,1,1,1,1
BUENOS AIRES,Arrecifes,26400,1,1,1,1,1,1,1,1,1
BUENOS AIRES,Todd,732,0,0,0,1,0,0,1,1,1
BUENOS AIRES,Viña,464,1,1,0,0,0,0,0,1,1
BUENOS AIRES,Area Reserva Cinturón Ecológico,3550,0,0,0,0,0,0,0,1,1
BUENOS AIRES,Avellaneda,25325,1,1,1,1,1,1,1,1,1
BUENOS AIRES,Crucesita,22745,1,1,0,1,0,0,1,1,1
BUENOS AIRES,Dock Sud,37392,1,1,0,1,0,1,1,1,1
BUENOS AIRES,Gerli,32384,1,1,0,1,0,0,1,1,1
BUENOS AIRES,Baigorrita,1848,1,0,0,0,0,1,1,0,1
BUENOS AIRES,La Delfina,26,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Los Toldos,14496,1,0,0,1,0,1,1,1,1
BUENOS AIRES,San Emilio,142,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Zavalía,327,0,0,0,0,0,1,1,0,0
BUENOS AIRES,Banderaló,1339,0,0,0,0,1,0,0,1,1
BUENOS AIRES,Cañada Seca,718,0,0,0,0,0,0,0,0,1
BUENOS AIRES,Coronel Charlone,1348,1,0,0,1,1,0,1,1,1
BUENOS AIRES,Emilio V. Bunge,1986,0,0,0,0,1,0,1,1,1
BUENOS AIRES,General Villegas (Est. Villegas),18275,1,1,0,0,1,0,1,1,1
BUENOS AIRES,Massey (Est. Elordi),63,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Pichincha,18,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Piedritas,2160,1,0,0,1,1,1,1,1,1
BUENOS AIRES,Santa Eleodora,293,0,0,0,0,0,0,1,0,1
BUENOS AIRES,Presidente Derqui,50783,1,1,0,1,0,1,1,1,1
BUENOS AIRES,Roberto De Vicenzo,0,0,0,0,0,0,0,0,1,1
BUENOS AIRES,Santa Teresa,5324,0,0,0,0,1,0,0,1,1
BUENOS AIRES,Tortuguitas,26024,0,0,0,1,1,1,0,1,1
BUENOS AIRES,Villa Astolfi,6735,0,1,0,1,0,1,0,1,1
BUENOS AIRES,Villa Rosa,23865,1,1,1,1,0,1,1,1,1
BUENOS AIRES,Zelaya,3461,1,1,0,0,0,1,1,1,1
BUENOS AIRES,Carilo,0,0,0,0,0,0,0,0,1,1
BUENOS AIRES,Ostende,0,0,0,0,0,0,0,0,1,1
CATAMARCA,Costa de Reyes,30,0,0,0,0,0,0,0,0,0
CATAMARCA,El Pueblito,58,0,0,0,0,0,0,0,0,0
CATAMARCA,El Puesto,432,0,0,0,0,0,0,0,0,0
CABA,SAN TELMO,20453,1,1,1,1,1,1,1,1,1
CATAMARCA,Saujil,2368,0,0,0,0,1,1,1,0,1
CATAMARCA,Siján,1169,0,0,0,0,1,0,1,0,0
CATAMARCA,Andalhualá,241,0,0,0,0,0,0,0,0,0
CATAMARCA,Caspichango,39,0,0,0,0,0,0,0,0,0
CATAMARCA,Chañar Punco,1736,0,0,0,0,0,0,0,0,1
CATAMARCA,El Cajón,141,0,0,0,0,0,0,0,0,0
CATAMARCA,El Cerrito,0,0,0,0,0,0,0,0,1,1
CATAMARCA,El Desmonte,144,0,0,0,0,0,0,0,0,0
CATAMARCA,El Puesto,200,0,0,0,0,0,0,0,0,0
CATAMARCA,Famatanca,589,0,0,0,0,0,0,0,0,0
CATAMARCA,Fuerte Quemado,459,0,0,0,0,0,0,0,0,0
CATAMARCA,La Hoyada,120,0,0,0,0,0,0,0,0,0
CABA,VILLA LURO,32502,1,1,1,1,1,1,1,1,1
CATAMARCA,El Salado,574,0,0,0,0,0,0,0,0,0
CATAMARCA,Fiambalá,4693,0,0,0,1,1,1,1,1,1
CATAMARCA,La Puntilla,0,0,0,0,0,0,0,0,0,0
CATAMARCA,La Ramadita,0,0,0,0,0,0,0,0,0,0
CATAMARCA,Los Balverdis,6,0,0,0,0,0,0,0,0,0
CATAMARCA,Medanitos,999,0,0,0,0,0,0,0,0,1
CATAMARCA,Palo Blanco,992,0,0,0,0,0,0,0,0,0
CATAMARCA,Pampa Blanca,0,0,0,0,0,0,0,0,0,0
CATAMARCA,Punta del Agua,167,0,0,0,0,0,0,0,0,0
CATAMARCA,Saujil,339,0,0,0,0,0,0,0,0,0
CATAMARCA,Tatón,301,0,0,0,0,0,0,0,0,1
MENDOZA,Medrano,817,0,0,0,0,0,1,0,0,0
CATAMARCA,La Loma,388,0,0,0,0,1,0,0,0,0
CATAMARCA,La Puntilla,0,0,0,0,0,0,0,0,0,0
CATAMARCA,Lampacito,0,0,0,0,0,0,0,0,0,1
CATAMARCA,Las Mojarras,959,0,0,0,0,0,0,0,0,0
CATAMARCA,Loro Huasi,1547,0,0,0,0,0,0,0,0,0
CATAMARCA,Medanitos,0,0,0,0,0,0,0,0,0,0
CATAMARCA,Palo Seco,0,0,0,0,0,0,0,0,0,0
CATAMARCA,Punta de Balasto,177,0,0,0,0,0,0,0,0,0
CATAMARCA,San José,2901,0,0,0,0,1,0,0,0,0
CATAMARCA,San Jose Banda,0,0,0,0,0,0,0,0,0,0
CATAMARCA,San Jose Norte,0,0,0,0,0,0,0,0,0,0
CATAMARCA,Santa María,11648,0,0,0,0,1,0,0,0,0
CATAMARCA,Yapes,129,0,0,0,0,0,0,0,0,0
CATAMARCA,Alijilán,1396,0,0,0,0,1,0,1,0,1
CATAMARCA,Bañado de Ovanta,1096,0,0,0,0,1,0,1,0,1
CATAMARCA,Las Cañas,177,0,0,0,0,0,0,0,0,0
CATAMARCA,Lavalle,792,0,0,0,0,1,0,0,0,0
CATAMARCA,Los Altos,4490,0,0,0,0,1,1,1,1,1
CATAMARCA,Manantiales,659,0,0,0,0,0,0,0,0,0
CATAMARCA,San Pedro,830,0,0,0,0,0,0,0,0,1
CATAMARCA,Anillaco,232,0,0,0,0,0,0,0,0,0
CATAMARCA,Antinaco,105,0,0,0,0,0,0,0,0,0
CATAMARCA,Banda de Lucero,268,0,0,0,0,0,0,0,0,0
CATAMARCA,Cerro Negro,24,0,0,0,0,0,0,0,0,0
CATAMARCA,Copacabana,695,0,0,0,0,0,0,0,0,1
CATAMARCA,Cordobita,61,0,0,0,0,0,0,0,0,0
CORDOBA,Las Arrias,1104,1,0,0,0,0,0,1,1,1
CORDOBA,Lucio V. Mansilla,782,0,0,0,0,0,0,1,1,1
CORDOBA,Rosario del Saladillo,178,0,0,0,1,0,0,0,0,0
CORDOBA,San José de la Dormida,4472,1,0,0,0,1,1,1,1,1
CORDOBA,San José de las Salinas,662,0,0,0,0,0,0,0,1,1
CORDOBA,San Pedro Norte,317,0,0,0,0,0,1,0,0,0
CORDOBA,Villa Tulumba,1474,0,0,0,1,0,1,1,1,1
CORDOBA,Aldea Santa María,201,0,0,0,0,0,0,0,0,0
CORDOBA,Alto Alegre,816,1,1,0,1,0,0,1,1,1
CORDOBA,Ana Zumarán,98,0,0,0,0,0,0,0,0,1
CORDOBA,Ballesteros,3928,1,0,0,1,0,1,1,1,1
CORDOBA,Ballesteros Sur,532,0,0,0,1,0,1,1,0,0
CORDOBA,Bell Ville,33835,1,1,0,1,0,0,1,1,1
CORDOBA,Benjamín Gould,699,0,0,0,0,0,1,1,0,1
JUJUY,Perico,44750,0,1,0,0,1,1,1,1,1
JUJUY,Pila Pardo,0,0,0,0,0,0,0,0,0,0
JUJUY,Puesto Viejo,1372,0,1,0,0,1,0,1,1,1
JUJUY,San Isidro,93,0,0,0,0,0,0,0,0,0
JUJUY,San Juancito,45,0,0,0,0,0,0,0,0,1
JUJUY,Aparzo,52,0,0,0,0,0,0,0,0,0
JUJUY,Cianzo,76,0,0,0,0,0,0,0,0,0
JUJUY,Coctaca,141,0,0,0,0,0,0,0,0,0
JUJUY,El Aguilar,2264,0,0,0,0,1,0,1,1,1
JUJUY,Hipólito Yrigoyen (Est. Iturbe),456,0,0,0,1,0,0,0,0,0
JUJUY,Humahuaca,10256,1,0,0,0,1,1,1,1,1
JUJUY,Palca de Aparzo,144,0,0,0,0,0,0,0,0,1
JUJUY,Palca de Varas,103,0,0,0,0,0,0,0,0,0
JUJUY,Rodero,30,0,0,0,0,0,0,0,0,0
JUJUY,Tres Cruces,376,0,0,0,1,0,0,0,0,1
JUJUY,Uquía (Est. Senador Pérez),508,1,0,0,1,0,0,1,0,0
JUJUY,Bananal,689,0,0,0,1,0,0,0,0,0
JUJUY,Bermejito,145,0,0,0,0,0,0,0,0,0
JUJUY,Caimancito,5336,1,0,0,0,1,1,1,1,1
JUJUY,Calilegua,5997,0,1,0,0,1,0,0,1,1
JUJUY,Chalicán,1062,0,0,0,0,0,1,0,0,1
SANTA FE,Puerto Reconquista,1144,0,0,0,0,0,0,1,0,1
MENDOZA,Phillips,894,0,0,0,0,0,1,1,0,0
MENDOZA,Rodríguez Peña,751,0,0,0,0,0,1,1,0,1
MENDOZA,Desaguadero,424,0,0,0,0,0,0,1,1,1
MENDOZA,La Paz,7872,1,0,0,1,0,0,1,1,1
MENDOZA,Villa Antigua,311,0,0,0,0,0,0,0,0,0
MENDOZA,Blanco Encalada,555,0,0,0,0,0,1,1,0,0
MENDOZA,Capdeville,5103,0,0,0,0,0,0,0,0,1
MENDOZA,El Algarrobal,0,0,0,0,0,0,0,0,1,1
MENDOZA,El Borbollon,0,0,0,0,0,0,0,0,1,1
MENDOZA,EL CHALLAO,0,0,0,0,1,0,0,0,0,0
MENDOZA,EL PLUMERILLO,0,0,0,0,1,0,0,0,1,1
MENDOZA,EL RESGUARDO,0,0,0,0,1,0,0,0,1,0
MENDOZA,EL ZAPALLAR,0,0,0,0,1,0,0,0,1,1
MENDOZA,Jocolí,804,0,0,0,0,0,0,1,1,1
MENDOZA,La Cieneguita,0,0,0,0,0,0,0,0,1,1
MENDOZA,Las Cuevas,8,0,0,0,0,0,0,0,1,1
MENDOZA,El Vergel,362,0,0,0,0,0,1,0,0,0
MENDOZA,Ingeniero Gustavo André,288,0,0,0,0,0,1,0,0,0
MENDOZA,Las Heras,189067,1,0,1,1,1,1,1,1,1
MENDOZA,Los Penitentes,2,0,0,0,0,0,0,0,0,0
MENDOZA,Panquehua,0,0,0,0,1,0,0,0,1,1
MENDOZA,Papagayos,0,0,0,0,0,1,0,0,1,1
MENDOZA,Polvaredas,128,0,0,0,0,0,0,0,0,0
MENDOZA,Puente del Inca,126,0,0,0,0,0,0,0,1,1
MENDOZA,Punta de Vacas,18,0,0,0,0,0,0,0,0,0
MENDOZA,Sierras De Encalada,0,0,0,0,0,0,0,0,1,1
MENDOZA,Uspallata,3810,1,0,1,1,0,0,1,1,1
MENDOZA,3 de Mayo,516,0,0,0,0,0,1,1,0,1
MENDOZA,Barrio Alto del Olvido,266,0,0,0,0,0,0,0,0,0
MENDOZA,Barrio Jocolí II,163,0,0,0,0,0,0,0,0,0
MENDOZA,Barrio La Esperanza,0,0,0,0,0,0,0,0,0,0
MENDOZA,Barrio La Palmera,136,0,0,0,0,0,0,0,0,0
MENDOZA,Barrio La Pega,392,0,0,0,0,0,0,1,0,0
MENDOZA,Barrio Lagunas de Bartoluzzi,290,0,0,0,0,0,0,0,0,0
MENDOZA,Barrio Los Jarilleros,831,0,0,0,0,0,0,0,0,0
MENDOZA,Barrio Los Olivos,73,1,0,0,0,0,0,1,0,0
MENDOZA,Barrio Virgen del Rosario,211,0,0,0,0,0,0,0,0,0
MENDOZA,Costa de Araujo,2816,0,0,0,1,0,1,0,1,1
MENDOZA,El Paramillo,90,0,0,0,0,0,0,0,0,0
MISIONES,Aristóbulo del Valle,12375,1,1,0,1,1,0,1,1,1
MISIONES,Campo Grande,6547,1,0,0,1,1,0,1,1,1
MISIONES,Dos de Mayo Núcleo I,6504,0,0,0,1,0,0,1,0,0
MISIONES,Dos de Mayo Núcleo II,0,0,0,0,0,0,0,0,0,0
MISIONES,Dos de Mayo Núcleo III,739,0,0,0,0,0,1,0,0,0
MISIONES,Kilómetro 17,439,0,0,0,0,0,0,0,0,0
MISIONES,Nucleo I,0,0,0,0,0,0,0,0,0,0
MISIONES,Nucleo Ii,0,0,0,0,0,0,0,0,0,1
MISIONES,Pueblo Illia,348,0,0,0,0,0,1,0,0,0
MISIONES,Salto Encantado,3543,0,1,0,0,1,1,1,0,1
MISIONES,Barrio del Lago,69,0,0,0,1,0,0,0,0,0
MISIONES,Bonpland,1842,1,0,0,0,0,0,1,0,1
MISIONES,Candelaria,13777,1,1,0,0,1,0,1,1,1
MISIONES,Cerro Corá,684,0,0,0,0,0,0,1,0,1
MISIONES,Loreto,309,0,0,0,0,0,0,0,0,0
MISIONES,Mártires,530,0,0,0,0,0,1,0,1,1
MISIONES,Profundidad,385,0,0,0,0,0,1,0,0,0
MISIONES,Puerto Santa Ana,53,0,0,0,0,0,0,0,0,0
SALTA,Apolinario Saravia,6730,0,1,0,0,1,1,1,1,1
SALTA,Ceibalito,176,0,0,0,0,0,0,0,0,0
SALTA,Centro 25 de Junio,877,0,0,0,0,0,0,0,1,1
SALTA,Coronel Mollinedo,1061,0,0,0,0,1,1,0,0,1
SALTA,Coronel Olleros,432,0,0,0,0,0,1,0,0,1
SALTA,El Quebrachal,6536,0,1,0,1,1,0,1,1,1
SALTA,Gaona,1883,0,1,0,1,1,0,1,0,1
SALTA,General Pizarro,1604,0,0,0,1,1,1,0,0,1
SALTA,Joaquín V. González,16329,1,1,0,1,1,0,1,1,1
SALTA,Las Lajitas,9887,0,1,0,1,1,1,1,1,1
SALTA,Luis Burela,1070,0,0,0,0,0,1,0,0,0
SALTA,Macapillo,90,0,0,0,0,0,0,0,0,0
SALTA,Nuestra Señora de Talavera,1328,0,0,0,0,0,0,0,1,1
SALTA,Piquete Cabado,681,0,0,0,0,1,1,0,0,0
SALTA,Río del Valle,758,0,0,0,0,1,1,0,0,0
SALTA,Tolloche,197,0,0,0,1,0,0,0,0,0
SAN LUIS,Naschel,3543,0,1,0,0,0,1,1,0,1
SAN LUIS,Papagayos,433,0,0,0,0,0,1,0,0,0
SAN LUIS,Pozo Cavado,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Punta De La Loma,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Renca,178,0,0,0,0,0,1,0,0,0
SAN LUIS,San Felipe,0,0,0,0,0,0,0,0,0,0
SAN LUIS,San Miguel,0,0,0,0,0,0,0,0,0,0
SAN LUIS,San Pablo,192,0,0,0,0,0,1,0,0,0
SAN LUIS,Santa Martina,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Tilisarao,6256,0,1,0,0,0,1,0,1,1
SAN LUIS,Villa del Carmen,751,0,0,0,0,0,1,1,0,1
SAN LUIS,Villa Larca,957,0,0,0,0,0,1,1,1,1
SAN LUIS,Balde De La Isla,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Carolina,251,0,0,0,0,0,1,1,0,0
SAN LUIS,Cerros Largos,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Cienaga De Intihuasi,0,0,0,0,0,0,0,0,0,0
SAN LUIS,El Arenal,0,0,0,0,0,0,0,0,0,0
SAN LUIS,El Baldecito,0,0,0,0,0,0,0,0,0,0
SAN LUIS,El Durazno,0,0,0,0,0,0,1,0,1,0
SAN LUIS,El Trapiche,1200,0,0,0,0,0,1,1,1,1
SAN LUIS,Eleodoro Lobos,0,0,0,0,0,0,0,0,1,1
SAN LUIS,Estancia Grande,53,0,0,0,0,0,0,0,0,0
SAN LUIS,Fraga,1127,0,0,0,0,0,1,1,0,1
SAN LUIS,Intihuasi,0,0,0,0,0,0,0,0,0,0
SANTA FE,Amenábar,1605,1,0,0,0,0,1,1,1,1
SANTA FE,Cafferata,1449,1,0,0,1,0,0,0,1,1
SANTA FE,Cañada del Ucle,698,1,0,0,0,0,1,1,0,0
SANTA FE,Carmen,1611,0,0,0,0,0,1,1,1,1
SANTA FE,Carreras,1906,0,1,0,0,0,1,1,1,1
SANTA FE,Chapuy,571,0,1,0,0,0,0,1,1,1
SANTA FE,Chovet,2101,0,1,0,0,0,0,1,1,1
SANTA FE,Christophersen,499,0,0,0,1,0,1,1,0,1
SANTA FE,Diego de Alvear,1855,1,0,0,1,0,1,1,1,1
SANTA FE,Elortondo,5632,1,0,0,0,0,0,1,1,1
SANTA FE,Firmat,19757,1,1,0,1,0,0,1,1,1
SANTA FE,Reconquista,70549,1,1,0,1,1,1,1,1,1
SANTA FE,San Antonio de Obligado,2579,1,1,0,0,1,1,1,0,1
SANTA FE,Tacuarendí (Emb. Kilómetro 421),2586,1,1,0,0,0,1,1,1,1
SANTA FE,Villa Ana,2696,0,0,0,0,1,0,1,0,1
SANTA FE,Villa Guillermina,4555,1,1,0,0,1,1,1,1,1
SANTA FE,Villa Ocampo,15037,1,0,0,0,1,0,1,1,1
SANTA FE,Barrio Cicarelli,28,0,0,0,0,0,1,0,0,0
SANTA FE,Bustinza,1098,1,0,0,1,0,1,1,0,1
SANTA FE,Cañada de Gómez,29205,1,1,0,1,0,1,1,1,1
SANTA FE,Carrizales (Est. Clarke),1041,1,1,0,0,0,0,1,0,1
SANTA FE,Classon,484,0,0,0,1,0,1,1,1,1
SANTA FE,Rosario,948312,1,1,1,1,1,1,1,1,1
SANTA FE,Soldini,2577,1,1,0,0,0,0,1,1,1
SANTA FE,Villa Amelia,835,1,0,0,0,0,1,1,0,0
SANTA FE,Villa del Plata,259,0,1,0,0,0,0,1,0,0
SANTA FE,Villa Gobernador Gálvez,80769,1,1,1,1,0,1,1,1,1
SANTA FE,Zavalla,4966,1,1,0,0,0,1,1,1,1
SANTA FE,Aguará Grande,96,0,0,0,0,1,1,0,0,0
SANTA FE,Ambrosetti,905,0,0,0,0,1,0,1,0,1
SANTA FE,Arrufo,1764,1,1,0,0,0,0,1,1,1
SANTA FE,Balneario La Verde,8,0,0,0,0,1,0,0,0,0
BUENOS AIRES,Pineyro,28102,1,1,0,1,0,0,1,1,1
BUENOS AIRES,Sarandí,63281,1,1,1,1,1,1,1,1,1
BUENOS AIRES,Villa Domínico,61273,1,1,0,1,0,0,1,1,1
BUENOS AIRES,Wilde,68624,1,1,1,1,0,0,1,1,1
BUENOS AIRES,Ayacucho,17364,1,0,1,0,0,1,1,1,1
BUENOS AIRES,La Constancia,49,0,0,0,0,0,1,0,0,0
BUENOS AIRES,Solanet,47,0,0,0,0,0,1,0,0,1
BUENOS AIRES,Udaquiola,91,0,0,0,0,1,1,0,0,0
BUENOS AIRES,16 de Julio,111,0,0,0,0,0,0,0,1,1
BUENOS AIRES,Ariel,16,0,0,0,0,0,0,0,0,1
CHACO,Villa El Palmar,879,0,0,0,0,0,1,0,0,1
BUENOS AIRES,Santa Regina,554,0,1,0,0,0,0,1,0,1
BUENOS AIRES,Villa Saboya,331,0,0,0,0,0,0,1,0,1
BUENOS AIRES,Villa Sauze,423,0,0,0,0,0,0,1,0,0
BUENOS AIRES,Arroyo Venado,56,0,0,0,0,0,1,0,0,0
BUENOS AIRES,Casbas,4450,0,0,1,0,0,1,1,1,1
BUENOS AIRES,Garré,1036,0,0,0,1,0,0,1,0,1
BUENOS AIRES,Guaminí,2845,0,0,0,1,0,1,1,1,1
BUENOS AIRES,Laguna Alsina (Est. Bonifacio),1677,0,0,0,0,0,1,1,0,0
BUENOS AIRES,Henderson,8645,1,0,0,0,0,1,1,1,1
BUENOS AIRES,Herrera Vegas,115,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Hurlingham,63307,1,1,1,1,1,1,1,1,1
BUENOS AIRES,Villa Santos Tesei,66463,1,1,1,1,0,1,1,1,1
BUENOS AIRES,Pinamar,25397,1,1,0,1,1,0,1,1,1
BUENOS AIRES,Valeria Del Mar,0,0,0,0,0,0,0,0,1,1
BUENOS AIRES,Barrio America Unida,0,0,0,0,0,0,0,0,1,1
BUENOS AIRES,Guernica,80824,1,1,1,0,0,1,1,1,1
BUENOS AIRES,17 de Agosto,319,0,0,0,0,0,0,1,0,0
BUENOS AIRES,Azopardo,95,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Bordenave,852,0,0,0,1,1,1,1,0,0
BUENOS AIRES,Darregueira,5547,1,1,0,1,0,1,1,1,1
BUENOS AIRES,Estela,2,0,0,0,0,0,0,0,0,1
BUENOS AIRES,Felipe Solá,626,0,0,0,0,0,0,1,0,1
BUENOS AIRES,López Lecube,32,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Puán,4743,0,1,0,0,1,1,1,1,1
BUENOS AIRES,San Germán,152,0,0,0,0,0,1,1,0,0
CABA,RECOLETA,157932,1,1,1,1,1,1,1,1,1
CATAMARCA,Tinogasta,11485,1,0,0,1,1,0,1,0,1
CATAMARCA,El Bañado,0,0,0,0,0,0,0,0,0,0
CATAMARCA,El Portezuelo,410,0,0,0,0,1,0,0,1,0
CATAMARCA,Huaycama,158,0,0,0,0,0,0,0,0,0
CATAMARCA,Las Tejas,351,0,0,0,0,0,0,0,1,1
CATAMARCA,Polcos,0,0,0,0,1,0,0,0,0,0
CATAMARCA,Pozo Del Mistol,0,0,0,0,1,0,0,0,0,0
CATAMARCA,San Isidro,25674,0,0,0,1,0,1,0,1,1
CATAMARCA,Santa Cruz,122,0,0,0,0,0,0,0,0,0
CABA,VILLA REAL,13419,1,1,1,1,1,1,1,1,1
CORDOBA,Canals,8645,1,0,0,1,0,1,1,1,1
CORDOBA,Chilibroste,576,1,0,0,1,0,1,1,0,0
CORDOBA,Cintra,1182,1,0,0,1,1,1,1,1,0
CORDOBA,Colonia Bismarck,373,0,1,0,0,0,1,1,0,0
CORDOBA,Colonia Bremen,117,0,0,0,0,0,0,0,0,0
MENDOZA,Jocolí,684,0,0,0,0,0,1,0,0,0
MENDOZA,Jocolí Viejo,422,0,0,0,0,0,1,0,0,0
JUJUY,Fraile Pintado,13300,1,0,0,0,1,1,1,1,1
